Time (s),Ego Speed (km/h),Lead Speed (km/h),Smoothed Lead Speed (km/h),Distance Between (m),Ego Distance Covered (m),Lead Vehicle Distance Covered (m),Ego X (m),Ego Y (m),Lead X (m),Lead Y (m),Ego Speed (m/s),Smoothed Lead Speed (m/s),Ego Acceleration (m/s²),Lead Acceleration (m/s²),Ego Pos Vel X (m/s),Ego Pos Vel Y (m/s),Ego Accel X (m/s²),Ego Accel Y (m/s²),Ego Accel Magnitude (m/s²),Ego Jerk (m/s³),RSS Safety Distance (m)
0.0,0.01,1.76,1.76,41.01,0.0,0.0,107.0,133.0,148.0,133.44,0.0,0.49,,,,,,,,,0.0
0.05,0.03,1.76,1.76,41.01,0.0,0.01,107.0,133.0,148.0,133.44,0.01,0.49,0.091,0.0,0.0,0.0,,,,,0.0
0.1,0.0,1.76,1.76,41.01,0.0,0.03,107.0,133.0,148.0,133.44,0.0,0.49,-0.141,0.001,0.0,0.0,0.0,0.0,0.0,,0.0
0.15000000000000002,0.0,1.77,1.76,41.01,0.0,0.04,107.0,133.0,148.0,133.44,0.0,0.49,-0.004,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2,0.0,1.77,1.77,41.01,0.0,0.06,107.0,133.0,148.0,133.44,0.0,0.49,0.002,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.25,0.0,1.77,1.77,41.01,0.0,0.07,107.0,133.0,148.01,133.44,0.0,0.49,0.001,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.30000000000000004,0.0,1.78,1.77,41.02,0.0,0.09,107.0,133.0,148.01,133.44,0.0,0.49,-0.0,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.35000000000000003,0.0,1.8,1.77,41.02,0.0,0.1,107.0,133.0,148.01,133.44,0.0,0.49,-0.001,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4,0.0,1.82,1.78,41.03,0.0,0.12,107.0,133.0,148.02,133.44,0.0,0.49,-0.001,0.027,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.45,0.0,1.84,1.78,41.03,0.0,0.14,107.0,133.0,148.03,133.44,0.0,0.5,0.019,0.036,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,0.01,1.87,1.8,41.04,0.0,0.15,107.0,133.0,148.04,133.44,0.0,0.5,0.018,0.061,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.55,0.0,1.91,1.81,41.05,0.0,0.17,107.0,133.0,148.05,133.44,0.0,0.5,-0.037,0.082,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6000000000000001,0.0,1.96,1.83,41.06,0.0,0.19,107.0,133.0,148.06,133.44,0.0,0.51,0.014,0.106,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.0,2.01,1.85,41.08,0.0,0.21,107.0,133.0,148.07,133.44,0.0,0.51,0.008,0.134,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7000000000000001,0.01,2.07,1.88,41.09,0.0,0.23,107.0,133.0,148.09,133.44,0.0,0.52,0.005,0.166,0.02,0.0,0.4,0.0,0.4,7.996,0.0
