Time (s),Ego Speed (km/h),Ego Speed (m/s),Lead Speed (km/h),Smoothed Lead Speed (m/s),Smoothed Lead Speed (km/h),Ego Acceleration (m/s²),Lead Acceleration (m/s²),Lead Acceleration (Theoretical),Ego Distance Covered (m),Lead Vehicle Distance Covered (m),Distance Between (m),Lead Braking Distance (m),Braking Phase,RSS Safety Distance (m)
5.0,8.93,2.481,12.06,3.225,11.61,0.889,0.833,0.0,4.5,7.86,23.74,4.02,,0.0
5.05,9.08,2.522,12.64,3.264,11.75,0.833,0.778,0.0,4.62,8.03,23.79,,,0.0
5.1,9.22,2.561,12.36,3.306,11.9,0.778,0.833,0.0,4.75,8.2,23.83,,,0.0
5.15,9.36,2.6,12.94,3.347,12.05,0.778,0.833,0.0,4.88,8.38,23.88,,,0.0
5.2,9.49,2.636,12.67,3.389,12.2,0.722,0.833,0.0,5.01,8.56,23.93,,,0.0
5.25,9.62,2.672,13.23,3.431,12.35,0.722,0.833,0.0,5.14,8.74,23.98,,,0.0
5.3,9.75,2.708,12.97,3.472,12.5,0.722,0.833,0.0,5.28,8.92,24.02,,,0.0
5.35,9.89,2.747,13.53,3.514,12.65,0.778,0.833,0.0,5.41,9.11,24.08,,,0.0
5.4,10.03,2.786,13.27,3.556,12.8,0.778,0.833,0.0,5.55,9.29,24.12,,,0.0
5.45,10.18,2.828,13.82,3.597,12.95,0.833,0.833,0.0,5.69,9.48,24.17,,,0.0
5.5,10.33,2.869,13.57,3.639,13.1,0.833,0.833,0.0,5.83,9.67,24.22,,,0.0
5.55,10.48,2.911,14.11,3.681,13.25,0.833,0.833,0.0,5.98,9.87,24.27,,,0.0
5.6,10.63,2.953,13.86,3.719,13.39,0.833,0.778,0.0,6.13,10.06,24.32,,,0.0
5.65,10.78,2.994,14.4,3.761,13.54,0.833,0.833,0.0,6.28,10.26,24.37,,,0.0
5.7,10.91,3.031,14.16,3.803,13.69,0.722,0.833,0.0,6.43,10.46,24.41,,,0.0
5.75,11.03,3.064,14.7,3.844,13.84,0.667,0.833,0.0,6.58,10.66,24.47,,,0.0
5.8,11.17,3.103,14.46,3.886,13.99,0.778,0.833,0.0,6.73,10.86,24.51,,,0.0
5.85,11.32,3.144,14.99,3.925,14.13,0.833,0.778,0.0,6.89,11.07,24.56,,,0.0
5.9,11.48,3.189,14.76,3.967,14.28,0.889,0.833,0.0,7.05,11.28,24.61,,,0.0
5.95,11.64,3.233,15.28,4.008,14.43,0.889,0.833,0.0,7.21,11.49,24.66,,,0.0
6.0,11.81,3.281,15.05,4.05,14.58,0.944,0.833,0.0,7.37,11.7,24.71,,,0.0
6.05,11.97,3.325,15.56,4.089,14.72,0.889,0.778,0.0,7.54,11.91,24.76,,,0.0
