Time (s),Ego Speed (km/h),Lead Speed (km/h),Smoothed Lead Speed (km/h),Distance Between (m),Ego Distance Covered (m),Lead Vehicle Distance Covered (m),Ego X (m),Ego Y (m),Lead X (m),Lead Y (m)
0.0,0.0,7.06,7.06,41.01,0.0,0.0,107.0,133.0,148.0,133.44
0.05,0.02,8.82,7.94,41.0,0.0,0.11,107.0,133.0,148.0,133.44
0.1,0.01,1.76,5.88,41.0,0.0,0.13,107.0,133.0,148.0,133.44
0.15,0.03,1.76,4.85,41.0,0.0,0.14,107.0,133.0,148.0,133.44
0.2,0.01,1.76,4.23,41.0,0.0,0.16,107.0,133.0,148.0,133.44
0.25,0.03,1.77,3.82,41.0,0.0,0.17,107.0,133.0,148.0,133.44
0.3,0.01,1.77,3.53,41.01,0.0,0.19,107.0,133.0,148.0,133.44
0.35,0.04,1.78,3.31,41.01,0.0,0.2,107.0,133.0,148.01,133.44
0.4,0.02,1.79,3.14,41.01,0.0,0.22,107.0,133.0,148.01,133.44
0.45,0.06,1.81,3.01,41.02,0.0,0.23,107.0,133.0,148.02,133.44
0.5,0.03,1.83,2.48,41.02,0.0,0.25,107.0,133.0,148.02,133.44
0.55,0.08,1.86,1.79,41.03,0.0,0.27,107.0,133.0,148.03,133.44
0.6000000000000001,0.06,1.89,1.8,41.04,0.0,0.28,107.0,133.0,148.04,133.44
0.65,0.1,1.93,1.82,41.05,0.01,0.3,107.01,133.0,148.05,133.44
0.7000000000000001,0.08,1.98,1.84,41.06,0.01,0.32,107.01,133.0,148.06,133.44
0.75,0.13,2.04,1.87,41.07,0.01,0.34,107.01,133.0,148.08,133.44
0.8,0.11,2.11,1.9,41.09,0.01,0.36,107.01,133.0,148.1,133.44
0.8500000000000001,0.16,1.99,1.92,41.1,0.01,0.39,107.01,133.0,148.11,133.44
0.9,0.15,1.87,1.93,41.12,0.01,0.41,107.01,133.0,148.13,133.44
0.95,0.21,1.69,1.92,41.14,0.02,0.43,107.02,133.0,148.15,133.44
1.0,0.2,2.06,1.94,41.16,0.02,0.46,107.02,133.0,148.18,133.44
1.05,0.26,1.85,1.94,41.18,0.02,0.48,107.02,133.0,148.2,133.44
1.1,0.45,2.29,1.98,41.21,0.03,0.51,107.03,133.0,148.23,133.44
1.15,0.85,2.06,1.99,41.22,0.04,0.54,107.04,133.0,148.26,133.44
1.2000000000000002,1.09,2.54,2.05,41.24,0.05,0.57,107.05,133.0,148.29,133.44
1.25,1.21,2.3,2.08,41.26,0.07,0.6,107.07,133.0,148.32,133.44
1.3,1.34,2.82,2.15,41.28,0.09,0.64,107.09,133.0,148.36,133.44
1.35,1.39,2.56,2.2,41.29,0.11,0.68,107.11,133.0,148.4,133.44
1.4,1.44,3.11,2.33,41.31,0.13,0.72,107.12,133.01,148.44,133.44
1.4500000000000002,1.44,2.83,2.44,41.33,0.15,0.76,107.14,133.01,148.48,133.44
1.5,1.41,3.4,2.58,41.36,0.17,0.81,107.17,133.01,148.52,133.44
1.55,1.5,3.12,2.7,41.38,0.19,0.85,107.18,133.01,148.57,133.44
1.6,1.59,3.71,2.85,41.41,0.21,0.9,107.21,133.01,148.62,133.44
1.65,1.8,3.41,2.98,41.44,0.23,0.95,107.23,133.01,148.66,133.44
1.7000000000000002,2.01,4.02,3.13,41.47,0.26,1.0,107.25,133.01,148.72,133.44
1.75,2.22,3.72,3.27,41.49,0.29,1.06,107.29,133.01,148.77,133.44
1.8,2.32,4.33,3.42,41.52,0.32,1.11,107.32,133.01,148.83,133.44
1.85,2.46,4.02,3.57,41.54,0.35,1.17,107.35,133.02,148.89,133.44
1.9,2.55,4.65,3.72,41.57,0.39,1.23,107.39,133.02,148.95,133.44
1.95,2.64,4.33,3.87,41.59,0.42,1.3,107.42,133.02,149.01,133.44
2.0,2.7,4.97,4.03,41.62,0.46,1.36,107.46,133.02,149.08,133.44
2.0500000000000003,2.82,4.64,4.18,41.65,0.5,1.43,107.5,133.02,149.15,133.44
2.1,2.91,5.29,4.34,41.68,0.54,1.5,107.54,133.02,149.22,133.44
2.15,3.05,4.96,4.49,41.71,0.58,1.57,107.58,133.03,149.29,133.44
2.2,3.15,5.61,4.65,41.74,0.62,1.65,107.62,133.03,149.36,133.44
2.25,3.3,5.27,4.81,41.77,0.67,1.72,107.67,133.03,149.44,133.44
2.3000000000000003,3.43,5.93,4.97,41.81,0.71,1.8,107.71,133.03,149.52,133.44
2.35,3.61,5.58,5.12,41.84,0.76,1.88,107.76,133.04,149.6,133.44
2.4000000000000004,3.76,6.24,5.28,41.87,0.81,1.97,107.81,133.04,149.68,133.44
2.45,3.93,5.9,5.44,41.9,0.87,2.05,107.87,133.04,149.77,133.44
2.5,4.06,6.57,5.6,41.94,0.92,2.14,107.92,133.04,149.86,133.44
2.5500000000000003,4.19,6.22,5.76,41.97,0.98,2.23,107.98,133.05,149.95,133.44
2.6,4.28,6.89,5.92,42.0,1.04,2.32,108.04,133.05,150.04,133.44
2.6500000000000004,4.41,6.55,6.08,42.03,1.1,2.42,108.1,133.05,150.13,133.44
2.7,4.56,7.21,6.24,42.07,1.16,2.51,108.16,133.06,150.23,133.44
2.75,4.75,6.87,6.4,42.1,1.23,2.61,108.22,133.06,150.33,133.44
2.8000000000000003,4.94,7.53,6.56,42.14,1.3,2.71,108.29,133.07,150.43,133.44
2.85,5.13,7.19,6.72,42.17,1.37,2.82,108.36,133.07,150.53,133.44
2.9000000000000004,5.29,7.85,6.88,42.2,1.44,2.92,108.44,133.07,150.64,133.44
2.95,5.44,7.51,7.04,42.24,1.51,3.03,108.51,133.08,150.74,133.44
3.0,5.57,8.16,7.2,42.27,1.59,3.14,108.59,133.08,150.86,133.44
3.0500000000000003,5.69,7.83,7.36,42.3,1.67,3.25,108.67,133.09,150.97,133.44
3.1,5.8,8.47,7.52,42.34,1.75,3.37,108.74,133.09,151.08,133.44
3.1500000000000004,5.91,8.14,7.68,42.37,1.83,3.48,108.83,133.1,151.2,133.44
3.2,6.02,8.79,7.83,42.41,1.91,3.6,108.91,133.1,151.32,133.44
