Time (s),Ego Speed (km/h),Ego Speed (m/s),Lead Speed (km/h),Smoothed Lead Speed (m/s),Smoothed Lead Speed (km/h),Ego Acceleration (m/s²),Lead Acceleration (m/s²),Lead Acceleration (Theoretical),Ego Distance Covered (m),Lead Vehicle Distance Covered (m),Distance Between (m),Lead Braking Distance (m),Braking Phase,RSS Safety Distance (m)
5.0,9.61,2.669,13.4,3.594,12.94,1.167,0.833,0.0,4.44,9.06,45.41,4.1,,0.0
5.05,9.84,2.733,13.94,3.636,13.09,1.278,0.833,0.0,4.58,9.25,45.47,,,0.0
5.1,10.07,2.797,13.69,3.675,13.23,1.278,0.778,0.0,4.72,9.45,45.52,,,0.0
5.15,10.28,2.856,14.23,3.717,13.38,1.167,0.833,0.0,4.86,9.64,45.58,,,0.0
5.2,10.48,2.911,13.98,3.758,13.53,1.111,0.833,0.0,5.0,9.84,45.63,,,0.0
5.25,10.71,2.975,14.51,3.797,13.67,1.278,0.778,0.0,5.15,10.04,45.68,,,0.0
5.3,10.98,3.05,14.27,3.839,13.82,1.5,0.833,0.0,5.3,10.24,45.73,,,0.0
5.35,11.27,3.131,14.8,3.878,13.96,1.611,0.778,0.0,5.46,10.44,45.78,,,0.0
5.4,11.56,3.211,14.56,3.917,14.1,1.611,0.778,0.0,5.62,10.64,45.82,,,0.04738716666666587
5.45,11.83,3.286,15.08,3.958,14.25,1.5,0.833,0.0,5.78,10.85,45.87,,,0.18354966666666606
5.5,12.07,3.353,14.85,3.997,14.39,1.333,0.778,0.0,5.95,11.06,45.91,,,0.30267516666666694
5.55,12.28,3.411,15.36,4.036,14.53,1.167,0.778,0.0,6.11,11.27,45.95,,,0.3945181666666677
5.6,12.46,3.461,15.14,4.078,14.68,1.0,0.833,0.0,6.29,11.48,45.99,,,0.45282216666666475
5.65,12.62,3.506,15.64,4.117,14.82,0.889,0.778,0.0,6.46,11.7,46.04,,,0.5031346666666661
5.7,12.75,3.542,15.43,4.158,14.97,0.722,0.833,0.0,6.64,11.92,46.08,,,0.5169789999999983
5.75,12.88,3.578,15.93,4.197,15.11,0.722,0.778,0.0,6.82,12.14,46.12,,,0.5365959999999985
5.8,13.02,3.617,15.72,4.236,15.25,0.778,0.778,0.0,7.0,12.36,46.16,,,0.5673475000000003
5.85,13.23,3.675,16.21,4.275,15.39,1.167,0.778,0.0,7.18,12.58,46.2,,,0.6682884999999983
5.9,13.5,3.75,16.01,4.317,15.54,1.5,0.833,0.0,7.36,12.8,46.24,,,0.8265879999999992
5.95,13.82,3.839,16.49,4.356,15.68,1.778,0.778,0.0,7.55,13.03,46.27,,,1.0517274999999993
6.0,14.14,3.928,16.31,4.397,15.83,1.778,0.833,0.0,7.75,13.26,46.31,,,1.2779126666666647
6.05,14.46,4.017,16.78,4.436,15.97,1.778,0.778,0.0,7.95,13.49,46.34,,,1.516814166666669
6.1,14.74,4.094,16.61,4.475,16.11,1.556,0.778,0.0,8.15,13.72,46.37,,,1.713398666666671
