Time (s),Ego Speed (km/h),Lead Speed (km/h),Smoothed Lead Speed (km/h),Distance Between (m),Ego Distance Covered (m),Lead Vehicle Distance Covered (m),Ego X (m),Ego Y (m),Lead X (m),Lead Y (m),Ego Speed (m/s),Smoothed Lead Speed (m/s),Ego Acceleration (m/s²),Lead Acceleration (m/s²),Ego Pos Vel X (m/s),Ego Pos Vel Y (m/s),Ego Accel X (m/s²),Ego Accel Y (m/s²),Ego Accel Magnitude (m/s²),Ego Jerk (m/s³),RSS Safety Distance (m)
0.0,1.54,1.76,1.76,25.95,0.0,0.0,107.06,133.0,133.0,133.43,0.43,0.49,,,,,,,,,0.01
0.05,1.7,1.76,1.76,25.93,0.02,0.01,107.08,133.0,133.0,133.43,0.47,0.49,0.843,0.0,0.46,0.0,,,,,0.03
0.1,1.82,1.76,1.76,25.9,0.05,0.03,107.11,133.0,133.0,133.43,0.51,0.49,0.691,0.001,0.52,0.02,1.199,0.403,1.265,,0.05
0.15000000000000002,1.98,1.77,1.76,25.87,0.08,0.04,107.14,133.0,133.0,133.43,0.55,0.49,0.896,0.002,0.52,0.02,-0.0,-0.006,0.006,-25.182,0.07
0.2,1.74,1.77,1.77,25.85,0.1,0.06,107.16,133.0,133.0,133.43,0.48,0.49,-1.349,0.004,0.52,0.02,0.0,0.006,0.006,0.0,0.04
0.25,1.81,1.77,1.77,25.83,0.13,0.07,107.19,133.0,133.01,133.43,0.5,0.49,0.386,0.008,0.48,0.02,-0.803,-0.006,0.803,15.931,0.05
0.30000000000000004,1.77,1.78,1.77,25.81,0.15,0.09,107.21,133.01,133.01,133.43,0.49,0.49,-0.228,0.012,0.5,0.02,0.403,0.006,0.403,-7.995,0.04
0.35000000000000003,2.03,1.79,1.77,25.78,0.18,0.1,107.24,133.01,133.01,133.43,0.56,0.49,1.475,0.018,0.54,0.04,0.8,0.397,0.893,9.794,0.08
0.4,2.23,1.81,1.78,25.76,0.21,0.12,107.27,133.01,133.02,133.43,0.62,0.49,1.105,0.025,0.58,0.02,0.8,-0.403,0.895,0.055,0.11
0.45,2.37,1.83,1.78,25.74,0.24,0.14,107.3,133.01,133.03,133.43,0.66,0.5,0.794,0.032,0.64,0.02,1.202,0.006,1.202,6.142,0.14
0.5,2.63,1.86,1.79,25.71,0.27,0.15,107.33,133.01,133.04,133.43,0.73,0.5,1.397,0.055,0.7,0.04,1.196,0.397,1.26,1.159,0.18
0.55,2.8,1.9,1.81,25.68,0.31,0.17,107.37,133.01,133.04,133.43,0.78,0.5,0.941,0.073,0.76,0.04,1.202,-0.0,1.202,-1.159,0.22
0.6000000000000001,2.95,1.94,1.82,25.65,0.35,0.19,107.41,133.01,133.06,133.43,0.82,0.51,0.843,0.096,0.8,0.02,0.8,-0.397,0.893,-6.196,0.25
0.65,3.08,1.99,1.84,25.62,0.39,0.21,107.45,133.02,133.07,133.43,0.85,0.51,0.72,0.123,0.84,0.04,0.8,0.397,0.893,0.0,0.28
0.7000000000000001,3.18,2.04,1.87,25.59,0.44,0.23,107.5,133.02,133.08,133.43,0.88,0.52,0.563,0.152,0.88,0.04,0.8,-0.0,0.8,-1.86,0.3
0.75,3.26,2.1,1.91,25.56,0.48,0.25,107.54,133.02,133.1,133.43,0.91,0.53,0.483,0.183,0.88,0.06,0.0,0.397,0.397,-8.057,0.32
0.8,3.35,2.17,1.94,25.53,0.53,0.27,107.59,133.02,133.12,133.43,0.93,0.54,0.465,0.215,0.92,0.04,0.8,-0.397,0.893,9.917,0.34
0.8500000000000001,3.44,2.24,1.99,25.51,0.57,0.3,107.64,133.02,133.13,133.43,0.96,0.55,0.521,0.249,0.94,0.04,0.403,0.0,0.403,-9.795,0.36
0.9,3.55,2.32,2.04,25.48,0.62,0.32,107.68,133.03,133.16,133.43,0.99,0.57,0.609,0.282,0.98,0.04,0.797,0.0,0.797,7.874,0.38
0.9500000000000001,3.68,2.4,2.1,25.45,0.67,0.35,107.73,133.03,133.18,133.43,1.02,0.58,0.721,0.316,1.0,0.06,0.403,0.403,0.57,-4.536,0.41
1.0,3.83,2.49,2.16,25.42,0.73,0.38,107.79,133.03,133.2,133.43,1.06,0.6,0.807,0.349,1.06,0.06,1.199,0.0,1.199,12.593,0.45
1.05,3.98,2.58,2.23,25.39,0.78,0.41,107.84,133.04,133.23,133.43,1.11,0.62,0.87,0.381,1.08,0.04,0.4,-0.403,0.568,-12.636,0.49
1.1,4.14,2.68,2.3,25.37,0.84,0.44,107.9,133.04,133.26,133.43,1.15,0.64,0.879,0.41,1.12,0.06,0.8,0.397,0.893,6.501,0.53
1.1500000000000001,4.28,2.78,2.38,25.34,0.9,0.47,107.96,133.04,133.29,133.43,1.19,0.66,0.758,0.438,1.18,0.06,1.199,0.006,1.199,6.136,0.56
1.2000000000000002,4.38,2.88,2.46,25.31,0.96,0.51,108.02,133.04,133.32,133.43,1.22,0.68,0.579,0.465,1.2,0.08,0.4,0.397,0.563,-12.723,0.59
1.25,4.49,2.98,2.55,25.28,1.02,0.54,108.08,133.05,133.35,133.43,1.25,0.71,0.591,0.49,1.24,0.06,0.803,-0.397,0.895,6.642,0.61
1.3,4.6,3.09,2.64,25.25,1.08,0.58,108.14,133.05,133.39,133.43,1.28,0.73,0.632,0.514,1.26,0.06,0.397,-0.006,0.397,-9.971,0.64
1.35,4.73,3.21,2.74,25.22,1.15,0.62,108.21,133.05,133.43,133.43,1.31,0.76,0.708,0.537,1.3,0.08,0.803,0.403,0.898,10.025,0.67
1.4000000000000001,4.88,3.33,2.84,25.19,1.21,0.67,108.27,133.06,133.46,133.43,1.36,0.79,0.831,0.559,1.34,0.08,0.8,0.006,0.8,-1.969,0.71
1.4500000000000002,5.04,3.31,2.93,25.17,1.28,0.71,108.34,133.06,133.51,133.43,1.4,0.81,0.902,0.504,1.38,0.08,0.8,-0.006,0.8,-0.0,0.76
