Time (s),Ego Speed (km/h),Ego Speed (m/s),Lead Speed (km/h),Smoothed Lead Speed (m/s),Smoothed Lead Speed (km/h),Ego Acceleration (m/s²),Lead Acceleration (m/s²),Lead Acceleration (Theoretical),Ego Distance Covered (m),Lead Vehicle Distance Covered (m),Distance Between (m),Lead Braking Distance (m),Braking Phase,RSS Safety Distance (m)
5.0,10.66,2.961,11.73,3.139,11.3,0.722,0.833,0.0,5.93,7.75,17.09,4.01,,1.1052431666666656
5.05,10.8,3.0,12.31,3.178,11.44,0.778,0.778,0.0,6.08,7.92,17.11,,,1.1394396666666662
5.1,10.9,3.028,12.02,3.219,11.59,0.556,0.833,0.0,6.23,8.09,17.13,,,1.1364619999999999
5.15,10.97,3.047,12.59,3.258,11.73,0.389,0.778,0.0,6.39,8.26,17.15,,,1.1100115000000006
5.2,11.03,3.064,12.31,3.3,11.88,0.333,0.833,0.0,6.54,8.43,17.17,,,1.0701770000000006
5.25,11.12,3.089,12.88,3.339,12.02,0.5,0.778,0.0,6.69,8.61,17.2,,,1.0608324999999996
5.3,11.22,3.117,12.6,3.378,12.16,0.556,0.778,0.0,6.85,8.79,17.22,,,1.0604514999999997
5.35,11.35,3.153,13.16,3.419,12.31,0.722,0.833,0.0,7.0,8.97,17.24,,,1.0804911666666666
5.4,11.5,3.194,12.89,3.458,12.45,0.833,0.778,0.0,7.16,9.15,17.26,,,1.1212856666666662
5.45,11.65,3.236,13.44,3.497,12.59,0.833,0.778,0.0,7.32,9.33,17.29,,,1.1659846666666676
5.5,11.8,3.278,13.17,3.539,12.74,0.833,0.833,0.0,7.49,9.52,17.31,,,1.204358666666666
5.55,11.95,3.319,13.72,3.578,12.88,0.833,0.778,0.0,7.65,9.71,17.33,,,1.247158166666667
5.6,12.07,3.353,13.46,3.617,13.02,0.667,0.778,0.0,7.82,9.89,17.35,,,1.2671151666666667
5.65,12.18,3.383,14.01,3.656,13.16,0.611,0.778,0.0,7.99,10.09,17.38,,,1.2736661666666658
5.7,12.29,3.414,13.75,3.697,13.31,0.611,0.833,0.0,8.16,10.28,17.4,,,1.2785906666666662
5.75,12.39,3.442,14.28,3.736,13.45,0.556,0.778,0.0,8.33,10.48,17.43,,,1.2780016666666665
5.8,12.51,3.475,14.03,3.775,13.59,0.667,0.778,0.0,8.5,10.67,17.45,,,1.294555166666667
5.85,12.66,3.517,14.56,3.814,13.73,0.833,0.778,0.0,8.68,10.87,17.48,,,1.342814166666666
5.9,12.81,3.558,14.31,3.853,13.87,0.833,0.778,0.0,8.85,11.07,17.5,,,1.3882626666666642
5.95,12.97,3.603,14.84,3.892,14.01,0.889,0.778,0.0,9.03,11.28,17.53,,,1.448790166666667
6.0,13.14,3.65,14.6,3.933,14.16,0.944,0.833,0.0,9.22,11.48,17.55,,,1.5123879999999996
6.05,13.3,3.694,15.13,3.972,14.3,0.889,0.778,0.0,9.4,11.69,17.57,,,1.5712789999999996
6.1,13.46,3.739,14.9,4.011,14.44,0.889,0.778,0.0,9.59,11.9,17.6,,,1.634832499999999
6.15,13.59,3.775,15.41,4.05,14.58,0.722,0.778,0.0,9.77,12.11,17.62,,,1.6653634999999989
6.2,13.68,3.8,15.19,4.092,14.73,0.5,0.833,0.0,9.96,12.33,17.64,,,1.6461129999999988
6.25,13.78,3.828,15.7,4.131,14.87,0.556,0.778,0.0,10.15,12.54,17.67,,,1.646061999999998
6.3,13.91,3.864,15.49,4.169,15.01,0.722,0.778,0.0,10.35,12.76,17.69,,,1.679456666666666
6.35,14.09,3.914,15.99,4.211,15.16,1.0,0.833,0.0,10.54,12.98,17.72,,,1.756686666666666
6.4,14.31,3.975,15.79,4.25,15.3,1.222,0.778,0.0,10.74,13.2,17.74,,,1.8874301666666673
6.45,14.54,4.039,16.27,4.292,15.45,1.278,0.833,0.0,10.94,13.43,17.77,,,2.024418166666667
6.5,14.77,4.103,16.09,4.331,15.59,1.278,0.778,0.0,11.14,13.65,17.79,,,2.172991166666665
6.55,14.98,4.161,16.56,4.372,15.74,1.167,0.833,0.0,11.35,13.88,17.81,,,2.2938221666666667
6.6,15.14,4.206,16.38,4.414,15.89,0.889,0.833,0.0,11.56,14.11,17.83,,,2.3591656666666703
6.65,15.25,4.236,16.85,4.453,16.03,0.611,0.778,0.0,11.77,14.34,17.85,,,2.370584666666666
6.7,15.32,4.256,16.67,4.494,16.18,0.389,0.833,0.0,11.98,14.57,17.87,,,2.3332690000000023
6.75,15.4,4.278,17.13,4.533,16.32,0.444,0.778,0.0,12.2,14.81,17.9,,,2.309835999999998
6.8,15.5,4.306,16.96,4.575,16.47,0.556,0.833,0.0,12.41,15.05,17.92,,,2.302556000000002
6.85,15.63,4.342,17.4,4.614,16.61,0.722,0.778,0.0,12.63,15.29,17.94,,,2.3388350000000004
6.9,15.78,4.383,17.25,4.656,16.76,0.833,0.833,0.0,12.85,15.53,17.96,,,2.387999500000002
6.95,15.95,4.431,17.68,4.694,16.9,0.944,0.778,0.0,13.07,15.77,17.99,,,2.4811981666666707
7.0,16.14,4.483,17.54,4.733,17.04,1.056,0.778,0.0,13.29,16.02,18.01,,,2.5905151666666653
7.05,16.34,4.539,17.96,4.772,17.18,1.111,0.778,0.0,13.52,16.27,18.03,,,2.7196781666666654
7.1,16.54,4.594,17.82,4.814,17.33,1.111,0.833,0.0,13.74,16.51,18.05,,,2.8367416666666685
7.15,16.73,4.647,18.1,4.847,17.45,1.056,0.667,0.0,13.98,16.76,18.07,,,2.97546316666667
7.2,16.9,4.694,18.24,4.892,17.61,0.944,0.889,0.0,14.21,17.02,18.09,,,3.048985666666666
7.25,17.05,4.736,18.92,4.942,17.79,0.833,1.0,0.0,14.45,17.27,18.11,,,3.0831996666666655
7.3,17.19,4.775,17.88,4.967,17.88,0.778,0.5,0.0,14.68,17.52,18.12,,,3.186167166666671
7.35,17.31,4.808,18.66,5.0,18.0,0.667,0.667,0.0,14.92,17.78,18.14,,,3.2347156666666663
7.4,17.44,4.844,18.7,5.042,18.15,0.722,0.833,0.0,15.16,18.04,18.16,,,3.26793566666667
7.45,17.56,4.878,19.0,5.078,18.28,0.667,0.722,0.0,15.41,18.3,18.18,,,3.3118376666666673
7.5,17.69,4.914,18.94,5.117,18.42,0.722,0.778,0.0,15.65,18.57,18.2,,,3.3556306666666664
7.55,17.83,4.953,19.21,5.153,18.55,0.778,0.722,0.0,15.9,18.83,18.22,,,3.4248751666666717
7.6,18.01,5.003,19.12,5.189,18.68,1.0,0.722,0.0,16.15,19.1,18.23,,,3.5497711666666696
