Time (s),Ego Speed (km/h),Ego Speed (m/s),Lead Speed (km/h),Smoothed Lead Speed (m/s),Smoothed Lead Speed (km/h),Ego Acceleration (m/s²),Lead Acceleration (m/s²),Lead Acceleration (Theoretical),Ego Distance Covered (m),Lead Vehicle Distance Covered (m),Distance Between (m),Lead Braking Distance (m),Braking Phase,RSS Safety Distance (m)
5.0,9.1,2.528,12.22,3.275,11.79,0.944,0.778,0.0,4.76,8.18,33.69,4.07,,0.0
5.05,9.27,2.575,12.79,3.317,11.94,0.944,0.833,0.0,4.89,8.35,33.74,,,0.0
5.1,9.43,2.619,12.52,3.356,12.08,0.889,0.778,0.0,5.02,8.53,33.78,,,0.0
5.15,9.57,2.658,13.08,3.394,12.22,0.778,0.778,0.0,5.15,8.71,33.83,,,0.0
5.2,9.71,2.697,12.81,3.436,12.37,0.778,0.833,0.0,5.29,8.89,33.88,,,0.0
5.25,9.84,2.733,13.36,3.475,12.51,0.722,0.778,0.0,5.43,9.07,33.92,,,0.0
5.3,9.97,2.769,13.1,3.514,12.65,0.722,0.778,0.0,5.56,9.26,33.97,,,0.0
5.35,10.1,2.806,13.65,3.556,12.8,0.722,0.833,0.0,5.7,9.44,34.02,,,0.0
5.4,10.23,2.842,13.39,3.594,12.94,0.722,0.778,0.0,5.84,9.63,34.06,,,0.0
5.45,10.38,2.883,13.94,3.636,13.09,0.833,0.833,0.0,5.99,9.82,34.11,,,0.0
5.5,10.53,2.925,13.68,3.675,13.23,0.833,0.778,0.0,6.13,10.01,34.16,,,0.0
5.55,10.68,2.967,14.23,3.714,13.37,0.833,0.778,0.0,6.28,10.21,34.21,,,0.0
5.6,10.84,3.011,13.98,3.756,13.52,0.889,0.833,0.0,6.43,10.41,34.26,,,0.0
5.65,11.0,3.056,14.52,3.794,13.66,0.889,0.778,0.0,6.58,10.61,34.3,,,0.0
5.7,11.13,3.092,14.28,3.836,13.81,0.722,0.833,0.0,6.74,10.81,34.35,,,0.0
5.75,11.26,3.128,14.81,3.878,13.96,0.722,0.833,0.0,6.89,11.01,34.4,,,0.0
5.8,11.4,3.167,14.58,3.917,14.1,0.778,0.778,0.0,7.05,11.21,34.45,,,0.0
5.85,11.55,3.208,15.1,3.958,14.25,0.833,0.833,0.0,7.21,11.42,34.5,,,0.0
5.9,11.71,3.253,14.88,4.0,14.4,0.889,0.833,0.0,7.37,11.63,34.54,,,0.0
5.95,11.85,3.292,15.4,4.042,14.55,0.778,0.833,0.0,7.53,11.84,34.59,,,0.0
6.0,11.99,3.331,15.18,4.081,14.69,0.778,0.778,0.0,7.7,12.06,34.64,,,0.0029231666666644784
6.05,12.15,3.375,15.69,4.122,14.84,0.889,0.833,0.0,7.87,12.27,34.69,,,0.03843550000000029
6.1,12.31,3.419,15.48,4.164,14.99,0.889,0.833,0.0,8.04,12.49,34.73,,,0.07198749999999965
6.15,12.48,3.467,15.98,4.206,15.14,0.944,0.833,0.0,8.21,12.71,34.78,,,0.1201674999999991
6.2,12.64,3.511,15.78,4.247,15.29,0.889,0.833,0.0,8.38,12.93,34.83,,,0.15824716666666738
6.25,12.81,3.558,16.27,4.286,15.43,0.944,0.778,0.0,8.56,13.16,34.88,,,0.21353366666666584
6.3,12.96,3.6,16.09,4.331,15.59,0.833,0.889,0.0,8.74,13.38,34.92,,,0.23468066666666587
6.35,13.12,3.644,16.57,4.369,15.73,0.889,0.778,0.0,8.92,13.61,34.97,,,0.2839366666666674
6.4,13.26,3.683,16.39,4.411,15.88,0.778,0.833,0.0,9.11,13.84,35.01,,,0.3039711666666669
6.45,13.41,3.725,16.86,4.453,16.03,0.833,0.833,0.0,9.29,14.07,35.06,,,0.33552716666666527
6.5,13.55,3.764,16.69,4.494,16.18,0.778,0.833,0.0,9.48,14.3,35.11,,,0.3593649999999986
6.55,13.7,3.806,17.14,4.536,16.33,0.833,0.833,0.0,9.67,14.54,35.15,,,0.3919990000000011
6.6,13.85,3.847,16.98,4.578,16.48,0.833,0.833,0.0,9.86,14.78,35.2,,,0.42137149999999846
6.65,14.0,3.889,17.43,4.617,16.62,0.833,0.778,0.0,10.05,15.02,35.25,,,0.4643764999999984
6.7,14.14,3.928,17.28,4.658,16.77,0.778,0.833,0.0,10.25,15.26,35.29,,,0.4901276666666643
6.75,14.28,3.967,17.71,4.697,16.91,0.778,0.778,0.0,10.45,15.5,35.34,,,0.522543166666666
6.8,14.43,4.008,17.58,4.739,17.06,0.833,0.833,0.0,10.64,15.75,35.39,,,0.554008666666669
6.85,14.57,4.047,17.86,4.775,17.19,0.778,0.722,0.0,10.85,16.0,35.43,,,0.5969911666666654
6.9,14.72,4.089,18.01,4.819,17.35,0.833,0.889,0.0,11.05,16.25,35.48,,,0.6272191666666691
6.95,14.89,4.136,18.15,4.856,17.48,0.944,0.722,0.0,11.26,16.5,35.52,,,0.7012756666666684
7.0,15.05,4.181,18.83,4.917,17.7,0.889,1.222,0.0,11.46,16.75,35.57,,,0.6897805000000012
7.05,15.17,4.214,17.97,4.939,17.78,0.667,0.444,0.0,11.67,17.0,35.61,,,0.7560866666666701
7.1,15.25,4.236,18.44,4.981,17.93,0.444,0.833,0.0,11.89,17.26,35.65,,,0.7102006666666671
7.15,15.32,4.256,18.59,5.011,18.04,0.389,0.611,0.0,12.1,17.52,35.7,,,0.6952406666666686
7.2,15.39,4.275,18.94,5.058,18.21,0.389,0.944,0.0,12.31,17.78,35.75,,,0.6185755000000039
7.25,15.46,4.294,18.88,5.092,18.33,0.389,0.667,0.0,12.53,18.04,35.8,,,0.5849856666666682
7.3,15.57,4.325,19.16,5.133,18.48,0.611,0.833,0.0,12.74,18.31,35.85,,,0.5789005000000031
7.35,15.7,4.361,19.08,5.169,18.61,0.722,0.722,0.0,12.96,18.57,35.9,,,0.6116965000000008
7.4,15.86,4.406,19.33,5.206,18.74,0.889,0.722,0.0,13.18,18.84,35.94,,,0.6810856666666645
7.45,16.04,4.456,19.24,5.236,18.85,1.0,0.611,0.0,13.4,19.11,35.99,,,0.7983156666666709
7.5,16.22,4.506,19.47,5.253,18.91,1.0,0.333,0.0,13.62,19.38,36.04,,,0.9630280000000031
7.55,16.4,4.556,19.36,5.292,19.05,1.0,0.778,0.0,13.85,19.65,36.08,,,1.0525930000000017
7.6,16.55,4.597,19.59,5.322,19.16,0.833,0.611,0.0,14.08,19.92,36.12,,,1.1341715000000026
7.65,16.69,4.636,19.47,5.347,19.25,0.778,0.5,0.0,14.31,20.19,36.16,,,1.2253846666666668
7.7,16.82,4.672,19.68,5.369,19.33,0.722,0.444,0.0,14.54,20.46,36.2,,,1.3144166666666681
7.75,16.93,4.703,19.55,5.386,19.39,0.611,0.333,0.0,14.78,20.73,36.24,,,1.3988461666666705
7.8,17.04,4.733,20.08,5.411,19.48,0.611,0.5,0.0,15.01,21.01,36.28,,,1.4504711666666683
7.85,17.15,4.764,19.91,5.436,19.57,0.611,0.5,0.0,15.25,21.29,36.32,,,1.5073450000000026
